region,state,semana_ref,chuva_media_semanal,temperatura_media,umidade_media,vento_medio,pressao_media,radiacao_media
S,RS,2018-10-15,12.246512,19.23596,74.99259,2.8655198,975.165,1615.0234
S,RS,2018-10-22,25.641863,18.925667,75.85224,3.056347,975.2859,1361.1819
S,RS,2018-10-29,67.237206,19.623514,76.87076,2.8266923,973.3738,1448.0347
S,RS,2018-11-05,1.6697675,22.141703,68.351166,3.4640555,976.3823,1753.9617
S,RS,2018-11-12,61.14419,22.117474,70.839485,3.2151635,971.94403,1377.596
S,RS,2018-11-19,49.58139,20.865993,68.51957,2.9216292,973.08105,1719.4355
S,RS,2018-11-26,28.190697,20.526611,75.63167,3.0403087,973.0766,1419.7174
S,RS,2018-12-03,0.57674426,18.471367,58.500122,2.7461922,974.97894,2025.1545
S,RS,2018-12-10,20.897675,24.253506,70.07033,2.8241313,974.69806,1416.4967
S,RS,2018-12-17,81.613945,22.57229,82.48586,2.559139,972.06866,1142.035
S,RS,2018-12-24,13.5395355,24.324951,74.348145,2.7327943,971.2757,1746.3326
S,RS,2018-12-31,33.567436,24.561115,78.49214,2.800025,971.65704,1421.9344
S,RS,2019-01-07,95.27907,23.118767,83.87309,2.905008,972.5593,1059.7194
S,RS,2019-01-14,88.17209,22.977814,84.40718,2.825279,973.8255,1101.4867
S,RS,2019-01-21,14.190698,24.972466,76.19792,2.547924,974.89246,1647.1895
S,RS,2019-01-28,28.6093,25.665247,74.141075,2.6056778,974.743,1497.8203
S,RS,2019-02-04,7.4465113,23.191463,71.95548,2.4083254,973.61884,1656.0
S,RS,2019-02-11,42.297672,21.381319,80.14862,3.0010672,973.9463,1363.2413
S,RS,2019-02-18,16.176744,24.87618,73.16198,2.2356236,971.0259,1744.4396
S,RS,2019-02-25,20.679071,20.535225,71.91034,1.9651434,974.2829,1666.3944
S,RS,2019-03-04,56.10698,22.554462,79.911415,2.9967268,974.90607,1222.369
S,RS,2019-03-11,43.16279,20.99716,81.70814,2.5497591,973.29407,1236.2783
S,RS,2019-03-18,16.432558,19.413094,77.32963,2.2000372,974.16473,1382.1317
S,RS,2019-03-25,4.102326,20.093256,74.58445,2.518093,978.3368,1443.4745
S,RS,2019-04-01,37.958145,21.450935,82.17604,2.1856227,972.2345,1001.77466
S,RS,2019-04-08,3.4372091,20.095964,77.469025,2.0566044,975.1915,1384.4154
S,RS,2019-04-15,37.520927,19.428093,81.28126,1.9539765,973.6114,1099.678
S,RS,2019-04-22,59.66977,19.38544,84.7277,2.5999477,975.16187,817.3039
S,RS,2019-04-29,19.618605,19.359444,85.19776,1.8647014,973.37274,1100.0441
S,RS,2019-05-06,60.344177,17.8384,87.45004,2.4318442,976.08997,659.60297
S,RS,2019-05-13,18.474419,16.66138,81.8733,2.6721556,981.8118,1018.1835
S,RS,2019-05-20,50.813965,15.878848,86.421234,1.9448621,973.3325,733.16345
S,RS,2019-05-27,54.609295,15.470207,88.53436,2.1772988,972.7918,611.05695
S,RS,2019-06-03,3.046512,14.837461,82.2695,2.2150009,979.0698,1036.7875
S,RS,2019-06-10,2.893023,19.910343,76.45369,2.3980212,976.02203,912.70886
S,RS,2019-06-17,4.1488376,16.676289,78.18531,2.2834337,980.3473,1046.268
S,RS,2019-06-24,35.372097,16.04255,77.7487,3.0103776,972.7537,781.36743
S,RS,2019-07-01,15.7488365,7.160794,75.66655,2.2944095,978.6756,1065.7592
S,RS,2019-07-08,13.32093,13.998666,74.21357,1.955356,978.26605,833.1581
S,RS,2019-07-15,3.359091,13.344415,77.52884,2.4622993,981.04126,1072.8391
S,RS,2019-07-22,86.109055,14.353235,85.20704,2.799673,980.99396,447.53796
S,RS,2019-07-29,25.57727,12.508398,77.67976,2.4345412,980.62445,1052.4039
S,RS,2019-08-05,25.32727,14.894578,77.552605,2.7677112,981.4393,1005.0898
S,RS,2019-08-12,10.95,13.330062,74.25751,2.8950524,981.6637,1155.2767
S,RS,2019-08-19,0.29090905,10.885711,77.57109,2.6429346,984.9034,1334.1046
S,RS,2019-08-26,31.181822,17.206469,73.73276,2.5903027,978.17584,1186.1926
S,RS,2019-09-02,16.33182,13.210941,72.10969,2.8687994,980.4402,1149.6505
S,RS,2019-09-09,36.454544,17.807116,80.005356,2.9465294,975.739,854.45776
S,RS,2019-09-16,20.431816,15.236381,72.884514,2.6845639,975.8623,1204.39
S,RS,2019-09-23,0.13636363,16.451729,66.179886,2.6688564,981.1631,1718.9718
S,RS,2019-09-30,82.472725,19.256582,76.89366,3.4855824,974.6719,844.6125
S,RS,2019-10-07,10.4636345,21.999996,65.31027,2.4336927,976.10724,1677.3699
S,RS,2019-10-14,66.94546,16.86831,81.25658,3.6599252,979.60364,835.2677
S,RS,2019-10-21,46.0,18.284204,71.765724,2.734522,974.5523,1443.7977
S,RS,2019-10-28,72.75454,21.078125,81.93267,3.5253797,972.1966,1046.7192
S,RS,2019-11-04,66.94091,20.273191,79.709274,2.7990818,973.2214,1337.0223
S,RS,2019-11-11,15.909091,20.824785,72.258736,3.0070546,974.0592,1621.0063
S,RS,2019-11-18,8.018182,22.611755,64.38803,3.0359738,975.4156,1757.2776
S,RS,2019-11-25,29.900002,21.117128,69.70773,3.2010717,972.6162,1533.752
S,RS,2019-12-02,8.168181,20.388527,60.3281,2.6383312,973.58746,1923.975
S,RS,2019-12-09,24.83182,23.567852,62.56163,2.9160895,972.3377,1624.4696
S,RS,2019-12-16,19.863636,21.810658,71.510635,3.2288008,972.6273,1628.0422
S,RS,2019-12-23,5.6090913,25.251867,59.375595,2.4557447,974.2785,1923.2017
S,RS,2019-12-30,18.154543,24.069757,71.71639,3.1242876,971.77203,1653.0742
S,RS,2020-01-06,46.159084,24.72475,72.052765,2.6011927,970.8063,1599.2335
S,RS,2020-01-13,36.049995,22.890194,71.45943,2.9989507,976.02814,1652.9696
S,RS,2020-01-20,22.331816,23.040947,74.50879,2.7518501,972.1817,1528.5059
S,RS,2020-01-27,24.113636,23.273918,75.61012,2.506727,973.2482,1548.0153
S,RS,2020-02-03,7.4636364,25.100855,73.03599,3.326596,974.7748,1750.4689
S,RS,2020-02-10,12.445454,22.925606,70.76855,2.8577693,975.4832,1536.9025
S,RS,2020-02-17,21.509092,21.084759,71.65508,2.8204393,974.80194,1574.8358
S,RS,2020-02-24,22.090908,21.475735,66.687096,2.4885244,975.6578,1679.1028
S,RS,2020-03-02,0.48181817,22.366018,66.09787,2.823685,977.22,1760.3027
S,RS,2020-03-09,6.040909,25.786549,60.425224,2.5307083,975.65155,1554.7269
S,RS,2020-03-16,19.904547,21.880543,72.980835,2.6773717,974.1275,1418.722
S,RS,2020-03-23,5.1772733,23.207897,65.35056,2.736511,976.88745,1470.682
S,RS,2020-03-30,14.772727,21.08975,71.45809,2.640772,974.9447,1297.02
S,RS,2020-04-06,16.95909,16.031227,70.23559,2.4215999,979.25824,1351.7566
S,RS,2020-04-13,5.9954543,16.84679,69.73588,2.8802526,978.95416,1325.0737
S,RS,2020-04-20,2.5181818,20.857292,63.6583,2.2927682,978.368,1374.1879
S,RS,2020-04-27,7.0045457,18.633694,66.33136,2.8680227,979.94415,1238.2141
S,RS,2020-05-04,22.94091,14.438636,72.93798,2.456505,979.0364,1165.4725
S,RS,2020-05-11,34.245457,15.526492,72.55916,2.246618,977.81195,1007.7929
S,RS,2020-05-18,86.163635,16.99384,75.1571,3.140362,976.98047,783.7849
S,RS,2020-05-25,1.6545457,14.078488,71.209435,2.4712524,977.6081,1143.131
S,RS,2020-06-01,43.195457,12.1414995,85.043594,2.595289,979.5164,720.8223
S,RS,2020-06-08,36.64545,15.280575,83.27015,2.1966436,976.5551,684.9685
S,RS,2020-06-15,7.5545454,18.371273,76.83418,3.2490625,977.8019,864.1846
S,RS,2020-06-22,26.436365,14.7759285,75.390396,2.8200936,975.8356,855.70135
S,RS,2020-06-29,79.81363,10.117194,82.42305,2.729145,974.8682,679.50366
S,RS,2020-07-06,85.08634,11.60327,84.39855,2.7187724,975.7593,733.4933
S,RS,2020-07-13,20.204546,13.107089,73.71492,2.3526874,979.3456,1009.45966
S,RS,2020-07-20,12.063636,16.670803,71.8917,2.476792,976.7395,1052.9819
S,RS,2020-07-27,14.209092,12.127409,76.96638,2.1785107,982.73206,1114.0651
S,RS,2020-08-03,0.40454543,17.68389,68.75528,2.0454192,983.06445,1318.9727
S,RS,2020-08-10,46.490917,13.713155,79.09449,2.241147,973.49396,814.9018
S,RS,2020-08-17,4.80909,10.907503,68.919395,2.326485,980.6501,1344.2017
S,RS,2020-08-24,19.627274,18.378607,69.30328,3.114014,975.3137,1038.654
S,RS,2020-08-31,31.440912,13.604558,83.5019,3.0920243,978.87213,796.2303
S,RS,2020-09-07,34.268185,17.814686,82.10573,2.7300594,975.7034,863.338
S,RS,2020-09-14,24.009092,15.028886,77.45095,2.2526252,977.4247,1149.7441
S,RS,2020-09-21,19.831816,17.59807,67.13549,2.4881918,977.2894,1501.8278
S,RS,2020-09-28,30.163635,18.55131,75.24126,3.3494422,972.6802,1097.4049
S,RS,2020-10-05,1.8409084,17.139713,72.178055,2.213249,974.8913,1514.5734
S,RS,2020-10-12,0.3,19.388601,63.49328,2.494056,976.8876,1831.8337
S,RS,2020-10-19,9.922727,22.45618,68.26166,3.062525,975.121,1599.6223
S,RS,2020-10-26,24.22273,17.914469,71.08424,3.0357497,974.4659,1517.0159
S,RS,2020-11-02,1.6954545,18.602966,64.23918,3.0311923,977.7604,1920.7887
S,RS,2020-11-09,10.577273,22.25787,72.21036,2.2884655,972.65735,1455.8566
S,RS,2020-11-16,9.450001,19.748621,64.3972,2.441049,974.2252,1811.4232
S,RS,2020-11-23,35.868183,23.917032,67.08276,3.1642494,975.36426,1503.4874
S,RS,2020-11-30,25.977272,21.210709,73.37762,2.7868469,975.0048,1515.6696
S,RS,2020-12-07,22.659092,23.20773,67.68813,2.511726,972.6774,1733.2432
S,RS,2020-12-14,23.131819,23.08955,72.39066,2.3154044,970.8944,1522.1926
S,RS,2020-12-21,5.5954537,22.282446,67.31918,2.4413476,973.91895,1839.1549
S,RS,2020-12-28,12.186364,23.285755,68.83172,2.4327893,971.9514,1818.1224
S,RS,2021-01-04,16.386366,24.491333,69.19168,2.09479,970.9005,1639.172
S,RS,2021-01-11,49.986355,23.58619,76.22985,2.9737742,971.9797,1373.8201
S,RS,2021-01-18,19.250002,22.073505,78.53789,2.4897962,975.0283,1483.4977
S,RS,2021-01-25,79.69091,22.91831,85.323555,2.177618,967.3763,1153.9977
S,RS,2021-02-01,29.118183,21.768726,78.88751,2.0620823,971.0759,1534.7559
S,RS,2021-02-08,32.199997,21.81365,78.91416,1.8774322,972.31903,1481.5673
S,RS,2021-02-15,5.695454,21.911743,73.52351,1.6987689,969.72394,1747.9437
S,RS,2021-02-22,11.327273,23.125473,73.53529,2.3330564,973.621,1666.3258
S,RS,2021-03-01,29.672728,22.169447,80.71652,1.8584077,969.58984,1362.5818
S,RS,2021-03-08,3.363636,21.540228,71.38174,1.6813568,972.6067,1687.748
S,RS,2021-03-15,31.972729,22.380524,77.60226,2.3774934,972.2872,1297.9972
S,RS,2021-03-22,34.7,21.736261,85.345695,1.7505951,974.0564,965.1662
S,RS,2021-03-29,7.85909,19.1715,76.75746,2.0023322,974.5318,1385.2024
S,RS,2021-04-05,6.050001,23.032356,69.97383,2.3788388,976.5071,1279.8066
S,RS,2021-04-12,11.450001,19.351645,79.33865,1.9261674,977.78894,1152.6289
S,RS,2021-04-19,8.468182,19.284237,74.364624,2.4632716,978.9445,1295.1597
S,RS,2021-04-26,0.22727275,14.970214,72.693504,1.7848358,979.2406,1470.764
S,SC,2014-12-29,31.409523,21.779196,83.35018,2.2105517,943.4814,1182.1033
S,SC,2015-01-05,48.161903,23.629213,80.62521,2.5016284,945.10956,1608.9738
S,SC,2015-01-12,61.25715,23.690857,79.77925,2.2016728,945.0716,1614.4243
S,SC,2015-01-19,38.68571,21.763285,79.22497,2.2611244,945.8162,1473.3632
S,SC,2015-01-26,31.41905,21.6704,83.010155,2.3626041,944.6728,1229.2087
S,SC,2015-02-02,32.933334,21.227718,80.84503,2.1236415,941.57214,1548.0599
S,SC,2015-02-09,63.266666,22.741758,82.92281,2.1586883,944.5038,1322.4581
S,SC,2015-02-16,49.13333,21.459812,84.71385,1.9397745,944.13104,1200.069
S,SC,2015-02-23,28.276194,22.078566,79.298294,2.0984366,945.8991,1578.2714
S,SC,2015-03-02,25.628569,22.218742,80.25261,2.1644099,945.21075,1420.1768
S,SC,2015-03-09,39.352383,21.799387,80.82924,2.0465317,942.4962,1464.5265
S,SC,2015-03-16,10.590476,21.0342,78.99263,1.8130949,945.3962,1337.9001
S,SC,2015-03-23,42.780952,19.814106,82.907776,1.8093508,947.80646,1067.9374
S,SC,2015-03-30,25.333334,19.847664,78.924614,1.9732634,944.2528,1404.2601
S,SC,2015-04-06,6.142858,18.442432,75.79403,1.9159786,947.5718,1517.6624
S,SC,2015-04-13,16.685715,20.15535,83.663315,2.0897927,945.97375,974.7841
S,SC,2015-04-20,36.4,18.379528,85.02195,1.9927475,947.4599,936.6117
S,SC,2015-04-27,15.333335,17.031912,80.680305,1.8988142,947.08295,1081.7053
S,SC,2015-05-04,13.12381,15.399445,80.09162,1.8084024,948.22784,1101.8318
S,SC,2015-05-11,22.800003,16.020802,84.755264,2.2921317,950.42755,913.6294
S,SC,2015-05-18,32.514286,18.197735,86.78758,2.1865475,951.22156,838.0716
S,SC,2015-05-25,54.847622,15.466639,88.71865,1.9147977,945.4048,585.4577
S,SC,2015-06-01,0.9428571,15.53792,79.918846,1.6672226,950.5469,1166.9872
S,SC,2015-06-08,71.52382,16.401478,83.49907,2.1064649,945.751,695.4857
S,SC,2015-06-15,27.161905,11.292006,79.812874,2.435063,951.541,864.6341
S,SC,2015-06-22,6.180955,14.196039,85.29928,2.3676236,956.83496,852.9059
S,SC,2015-06-29,19.085712,13.378853,83.26761,2.3168676,948.3909,872.7455
S,SC,2015-07-06,55.86667,14.263815,89.491684,2.214587,947.2648,550.37634
S,SC,2015-07-13,65.51429,16.343332,88.05937,2.589318,948.8712,695.7738
S,SC,2015-07-20,54.399994,13.330025,86.51335,2.1888506,950.58075,801.8085
S,SC,2015-07-27,0.942857,16.834686,75.59251,1.762891,950.1502,1364.9343
S,SC,2015-08-03,0.7142856,19.33088,72.820175,2.745778,948.01544,1243.1554
S,SC,2015-08-10,0.37142855,19.125792,74.11883,2.889941,950.14343,1190.501
S,SC,2015-08-17,17.885715,16.343811,78.53656,2.9878738,943.57654,1075.8481
S,SC,2015-08-24,25.714289,15.900905,76.83766,2.3896565,944.49695,1138.5688
S,SC,2015-08-31,27.599998,15.666536,80.875015,2.1824353,944.5502,956.63715
S,SC,2015-09-07,33.019047,13.681456,78.095245,2.4225755,940.05817,1232.6533
S,SC,2015-09-14,55.65714,18.83371,75.69747,2.9550438,942.0693,1087.3037
S,SC,2015-09-21,70.666664,20.390759,78.16062,2.7088344,943.2961,935.13196
S,SC,2015-09-28,24.49524,17.539225,78.92451,2.1894526,944.5176,1206.3197
S,SC,2015-10-05,89.419044,17.896208,83.38247,2.5113957,945.1596,850.4759
S,SC,2015-10-12,53.390472,17.747719,83.7849,2.60261,946.1636,943.21497
S,SC,2015-10-19,59.771427,18.583496,82.8861,2.5691104,945.645,907.62
S,SC,2015-10-26,19.009525,19.243551,82.48662,2.7252567,945.98865,986.25494
S,SC,2015-11-02,62.780952,17.086613,89.3775,2.0691934,942.8778,727.85895
S,SC,2015-11-09,23.238096,20.972511,82.80449,2.2619321,940.33826,1188.22
S,SC,2015-11-16,48.809525,19.726015,81.31398,2.398511,936.90625,1356.9465
S,SC,2015-11-23,39.66667,19.830881,87.008545,2.3086014,940.80725,895.0009
S,SC,2015-11-30,49.590477,18.853064,87.23006,1.9547096,941.79346,816.4241
S,SC,2015-12-07,47.599995,21.38018,80.58048,2.296232,939.60333,1360.2382
S,SC,2015-12-14,62.16191,21.790983,83.07264,2.2835743,940.7596,1158.5729
S,SC,2015-12-21,39.48571,22.888363,85.853485,1.8358709,940.379,1141.4904
S,SC,2015-12-28,44.80953,22.293335,87.06933,2.111157,939.0213,960.6501
S,SC,2016-01-04,38.64762,22.335295,84.40317,2.1476188,940.47205,1066.4927
S,SC,2016-01-11,17.790476,23.244614,77.63414,1.7713095,938.1044,1631.0237
S,SC,2016-01-18,1.4857144,22.202978,65.90199,1.9647621,942.1134,1997.6097
S,SC,2016-01-25,54.904762,22.355595,83.075874,2.2181704,940.38074,1094.0701
S,SC,2016-02-01,59.38095,21.587688,87.994514,1.6896387,942.9909,925.0946
S,SC,2016-02-08,20.580954,23.30582,82.47027,1.9150028,941.2697,1397.717
S,SC,2016-02-15,45.40952,23.323313,81.98971,1.8927252,945.40686,1401.3983
S,SC,2016-02-22,52.72381,22.64622,85.22944,1.7738224,943.7235,1168.9845
S,SC,2016-02-29,66.70476,19.734924,79.65473,2.050862,946.39276,1417.4066
S,SC,2016-03-07,55.47619,20.163746,82.15712,2.0550795,944.79846,1276.7085
S,SC,2016-03-14,4.257142,21.96782,79.30263,2.0859768,949.20435,1424.747
S,SC,2016-03-21,86.94285,19.633028,85.04919,2.5253432,944.6337,999.93604
S,SC,2016-03-28,7.752382,21.294199,79.865265,1.7720257,947.31573,1413.1304
S,SC,2016-04-04,18.228573,23.392145,80.491516,1.7839445,946.0225,1208.1979
S,SC,2016-04-11,39.466667,22.675474,83.85131,1.9567535,947.0526,1099.2659
S,SC,2016-04-18,20.266666,23.44617,77.40128,2.378522,944.6997,1251.5166
S,SC,2016-04-25,36.13334,12.112142,76.79423,2.5591006,945.7923,1147.8936
S,SC,2016-05-02,23.942856,15.573866,81.85004,1.387626,949.0735,938.7369
S,SC,2016-05-09,17.390474,16.379194,87.89583,2.0773883,945.07874,693.24347
S,SC,2016-05-16,50.95238,12.607457,83.29611,2.1996846,944.12646,819.6629
S,SC,2016-05-23,14.72381,13.458382,86.08278,2.2117922,948.55646,803.9824
S,SC,2016-05-30,10.090908,12.232046,87.85806,1.5115112,941.97595,752.1609
S,SC,2016-06-06,3.2818184,7.441014,72.09838,2.2304304,948.55347,1210.695
S,SC,2016-06-13,25.736364,11.615767,82.23379,1.8209007,951.5406,770.51776
S,SC,2016-06-20,15.127274,11.773365,85.49795,1.9874129,951.7531,752.06384
S,SC,2016-06-27,0.70000005,14.733283,81.48444,1.8222938,951.8822,967.1685
S,SC,2016-07-04,9.127274,13.869796,76.995415,2.690957,946.71796,976.8035
S,SC,2016-07-11,80.2,14.712124,83.30716,2.7666605,942.4754,771.4102
S,SC,2016-07-18,0.35454547,10.322898,78.564316,1.7371207,949.22516,1225.7792
S,SC,2016-07-25,4.2272725,13.674643,77.51596,2.7477262,948.55646,1096.1625
S,SC,2016-08-01,25.718182,15.955181,81.24434,2.5503273,947.8893,935.5428
S,SC,2016-08-08,7.7818203,12.224503,78.596375,1.9812903,947.74164,1225.6357
S,SC,2016-08-15,98.59091,13.904132,87.786446,2.7017915,942.97845,532.537
S,SC,2016-08-22,0.66363645,14.872717,71.71027,2.1474926,948.1647,1517.0668
S,SC,2016-08-29,52.600002,15.671936,87.321495,1.9865677,946.88025,767.0732
S,SC,2016-09-05,16.063639,14.511692,76.1315,2.323283,947.95544,1459.4663
S,SC,2016-09-12,20.990911,16.493517,71.558174,3.2355757,943.0129,1285.7012
S,SC,2016-09-19,1.6181817,14.946278,72.92869,2.5137599,948.00806,1583.9972
S,SC,2016-09-26,1.3454545,15.661056,72.108406,2.2908113,947.43286,1448.1772
S,SC,2016-10-03,48.545456,15.14582,80.53849,2.2483542,943.66895,1173.0312
S,SC,2016-10-10,45.3,18.149385,81.3128,3.0838394,944.41406,1077.5466
S,SC,2016-10-17,55.89999,19.524242,83.74134,2.6870859,943.28,1053.3856
S,SC,2016-10-24,47.172726,17.269608,76.30748,3.3971248,944.6502,1370.4814
S,SC,2016-10-31,12.281818,18.765676,73.32479,2.9226356,946.7384,1586.3927
S,SC,2016-11-07,22.59091,19.506687,76.88051,2.608363,943.29456,1410.7249
S,SC,2016-11-14,25.490908,17.861609,75.86736,2.5159404,941.72156,1685.1881
S,SC,2016-11-21,15.918181,19.909391,75.04805,2.3108866,943.9878,1416.0331
S,SC,2016-11-28,78.41818,18.919458,82.12815,2.7352886,944.2521,1158.4138
S,SC,2016-12-05,29.618187,20.183113,79.22244,1.6964267,939.79987,1303.9401
S,SC,2016-12-12,26.181822,19.576427,77.80323,2.516877,944.20404,1364.9586
S,SC,2016-12-19,48.02727,21.762419,82.7403,2.0024896,942.1575,1268.7872
S,SC,2016-12-26,61.87273,23.560188,81.01376,2.2667623,941.3223,1401.0137
S,SC,2017-01-02,62.8,22.967146,81.03969,2.1229944,942.1344,1320.746
S,SC,2017-01-09,31.90909,23.229694,75.69636,1.9405029,940.7105,1607.8378
S,SC,2017-01-16,25.872725,22.594702,73.34878,2.1578069,942.2318,1659.1243
S,SC,2017-01-23,47.736366,21.00475,78.53071,1.787227,944.0103,1331.5847
S,SC,2017-01-30,50.454544,22.018112,80.916725,2.1730576,939.1813,1214.5748
S,SC,2017-02-06,39.6091,21.546383,77.266075,2.1382515,939.05615,1286.8329
S,SC,2017-02-13,36.572727,23.759966,78.285774,2.2351928,941.1703,1457.2268
S,SC,2017-02-20,21.563639,23.066912,76.57328,1.7256672,940.76117,1584.1392
S,SC,2017-02-27,44.29091,22.660366,81.11092,1.9265909,936.2725,1373.1135
S,SC,2017-03-06,33.86364,22.337381,80.32605,2.3371415,939.6872,1128.7294
S,SC,2017-03-13,15.990909,19.476757,78.40409,1.8997495,941.97284,1230.649
S,SC,2017-03-20,23.390913,19.500101,79.0226,1.7317027,943.62604,1225.415
S,SC,2017-03-27,21.418184,18.575827,77.48784,1.9841474,947.85376,1250.4347
S,SC,2017-04-03,43.890903,19.873499,81.55904,2.24093,944.4141,854.44666
S,SC,2017-04-10,17.845455,19.08622,80.64584,1.9651662,942.7606,1049.9194
S,SC,2017-04-17,14.409092,17.747574,82.42428,2.2852862,945.2822,988.67084
S,SC,2017-04-24,24.7,14.637053,76.212074,2.3891726,942.9852,1271.5186
S,SC,2017-05-01,16.245455,17.177711,86.364685,1.4131098,944.1545,873.47516
S,SC,2017-05-08,17.018183,17.048569,83.2664,2.347517,940.58044,999.2175
S,SC,2017-05-15,67.554535,15.494504,88.06318,2.284163,940.7593,746.59406
S,SC,2017-05-22,88.59999,17.266863,88.960976,2.0948982,944.1591,625.2174
S,SC,2017-05-29,103.345436,14.984716,90.81015,1.9916376,944.091,479.97794
S,SC,2017-06-05,62.1,14.412893,87.9829,1.7907327,941.18085,603.87665
S,SC,2017-06-12,0.7818182,14.795087,77.123886,1.9884493,942.4772,1099.4701
S,SC,2017-06-19,9.518182,13.514651,81.20523,2.4301302,946.55646,810.0539
S,SC,2017-06-26,1.2272729,14.615936,75.247574,1.8988043,949.5084,1062.362
S,SC,2017-07-03,1.7818184,13.251814,77.61812,2.5655575,953.46893,973.46716
S,SC,2017-07-10,0.6363636,16.723244,74.28235,2.2414088,951.6928,1129.171
S,SC,2017-07-17,8.254545,10.098129,71.529785,1.7918838,949.70105,1199.7927
S,SC,2017-07-24,0.4272727,16.334787,72.33586,2.2996712,949.5755,1348.4661
S,SC,2017-07-31,34.954548,14.318814,75.59402,2.0437465,945.1608,1128.1748
S,SC,2017-08-07,38.290905,15.720856,78.3303,3.044858,941.5054,1026.2316
S,SC,2017-08-14,41.41818,14.786743,82.710396,2.1339293,942.2313,1018.0087
S,SC,2017-08-21,3.2636359,15.334911,77.05387,2.7697332,946.72516,1257.7046
S,SC,2017-08-28,2.3454547,18.201488,76.27151,2.4230092,945.98706,1225.4569
S,SC,2017-09-04,0.12727273,19.927322,68.530136,2.3379834,943.438,1465.91
S,SC,2017-09-11,7.0363636,19.54009,77.28499,2.307589,944.11487,975.0825
S,SC,2017-09-18,3.7636368,19.97812,72.54969,1.8552024,945.23346,1323.9717
S,SC,2017-09-25,52.463634,17.819328,82.166824,2.3325546,940.77826,1065.745
S,SC,2017-10-02,46.01819,16.930851,74.630844,2.6874309,940.5501,1265.3799
S,SC,2017-10-09,66.71817,18.654318,86.0715,2.3618665,940.31067,870.0478
S,SC,2017-10-16,44.663635,18.456192,80.63504,2.641613,941.7012,1019.6914
S,SC,2017-10-23,32.31818,17.570488,76.56289,2.5245774,941.7793,1392.046
S,SC,2017-10-30,51.62727,17.78203,76.00197,2.6964738,942.60443,1319.5317
S,SC,2017-11-06,30.92727,18.117235,75.50829,2.5826306,941.748,1403.634
S,SC,2017-11-13,48.5,19.725224,70.00463,2.5794284,940.25977,1672.9062
S,SC,2017-11-20,26.236366,18.994347,75.99523,2.548041,941.5098,1468.3788
S,SC,2017-11-27,8.627273,19.89542,74.72902,2.2847633,942.84955,1658.7072
S,SC,2017-12-04,24.009094,21.564054,76.20274,2.1014552,939.872,1550.0913
S,SC,2017-12-11,10.245455,22.117033,69.32499,2.6691072,942.48444,1772.3546
S,SC,2017-12-18,81.15455,21.345995,85.35039,2.2962675,941.93335,1055.4055
S,SC,2017-12-25,58.58181,20.608932,85.93392,1.9633232,941.3378,1070.8085
S,SC,2018-01-01,28.627272,21.674278,77.110275,2.123108,941.6325,1531.6912
S,SC,2018-01-08,88.90907,20.570211,86.02262,2.1064801,945.5666,1067.2905
S,SC,2018-01-15,49.909092,21.993612,85.57569,2.1761143,944.1761,1088.9595
S,SC,2018-01-22,63.718185,21.176834,84.16072,2.276074,943.1158,1172.4861
S,SC,2018-01-29,8.309091,21.087885,74.58596,1.8525138,942.4977,1744.1732
S,SC,2018-02-05,31.390911,21.681465,78.29999,1.7763249,942.6225,1465.828
S,SC,2018-02-12,20.218184,19.10235,81.917885,1.8619374,948.6713,1191.052
S,SC,2018-02-19,18.945456,20.703323,79.48052,2.111005,942.3642,1466.7865
S,SC,2018-02-26,45.436363,21.607536,83.022835,1.6239779,944.23157,1326.8942
S,SC,2018-03-05,8.49091,21.498657,79.23869,1.6303767,942.2237,1431.139
S,SC,2018-03-12,25.463636,21.652617,80.4775,2.0754404,942.04193,1253.5698
S,SC,2018-03-19,66.67272,21.42387,83.95101,1.9850689,949.6128,1094.5315
S,SC,2018-03-26,60.827267,20.235783,89.65986,1.3649766,951.8615,754.8124
S,SC,2018-04-02,6.609091,20.490515,79.366104,1.4022621,949.7814,1461.5359
S,SC,2018-04-09,8.781818,20.473734,79.61267,1.877456,956.37585,1241.5544
S,SC,2018-04-16,5.872728,19.273247,78.00328,1.5519651,957.1742,1363.0043
S,SC,2018-04-23,0.4363636,21.00261,77.80729,1.399634,953.529,1350.2133
S,SC,2018-04-30,16.000002,21.01524,80.507866,1.4087167,953.3459,951.63367
S,SC,2018-05-07,9.136364,17.906393,81.936295,2.0043836,953.25446,996.11084
S,SC,2018-05-14,45.618183,15.898466,82.74994,2.110595,949.5204,907.82684
S,SC,2018-05-21,0.3727273,13.045319,79.81857,1.320998,955.6102,1182.1462
S,SC,2018-05-28,10.872727,15.940568,80.59964,2.0960293,954.11926,951.6591
S,SC,2018-06-04,13.79091,11.503882,82.28111,1.6228166,952.48047,795.55237
S,SC,2018-06-11,33.527275,12.428933,83.87557,1.953749,954.82764,696.37317
S,SC,2018-06-18,6.872727,15.031625,80.897125,1.560077,955.4517,935.2259
S,SC,2018-06-25,41.063633,16.36222,88.5446,1.4638233,948.23096,717.18
S,SC,2018-07-02,14.545457,15.969754,84.69819,1.6531745,948.45935,696.1434
S,SC,2018-07-09,2.3999999,11.61156,77.45415,1.6872162,952.1046,1116.6094
S,SC,2018-07-16,10.554546,16.602417,77.25496,2.145358,950.36395,1059.0334
S,SC,2018-07-23,18.90909,15.789052,85.420456,1.7111928,951.93176,756.9535
